"psu","sp.map","county","spid","segment","icf1","icf2","icf2a.1","icf2a.2","icf2a.3","icf2a.4","icf2a.5","icf2a.6","icf2a.7","icf2a.8","icf2a.9","icf2a.10","icf2a.11","icf3"
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"120060","120",1,20,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"120060","120",1,20,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"120060","120",1,20,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"120060","120",1,20,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"120060","120",1,20,60,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"120060","120",1,20,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"120058","120",1,20,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"121063","121",1,21,63,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"121063","121",1,21,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121063","121",1,21,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121063","121",1,21,63,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"121063","121",1,21,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121063","121",1,21,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128083","128",1,28,83,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128083","128",1,28,83,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128083","128",1,28,83,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"128081","128",1,28,81,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128081","128",1,28,81,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128083","128",1,28,83,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
"125073","125",1,25,73,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"125073","125",1,25,73,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125073","125",1,25,73,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"125073","125",1,25,73,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"125073","125",1,25,73,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"124071","124",1,24,71,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"124071","124",1,24,71,1,0,0,0,0,0,0,0,0,0,0,1,0,NA
"124071","124",1,24,71,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"124071","124",1,24,71,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"124071","124",1,24,71,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"113039","113",1,13,39,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
"110028","110",1,10,28,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
"101001","101",1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101001","101",1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110028","110",1,10,28,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"113037","113",1,13,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"113037","113",1,13,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"113038","113",1,13,38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"110029","110",1,10,29,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"110029","110",1,10,29,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"101002","101",1,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101003","101",1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"102005","102",1,2,5,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"102005","102",1,2,5,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"102006","102",1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"103007","103",1,3,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"103007","103",1,3,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"103008","103",1,3,8,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"103008","103",1,3,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"103009","103",1,3,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"103009","103",1,3,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"103009","103",1,3,9,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"103009","103",1,3,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"103009","103",1,3,9,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"113037","113",1,13,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"113039","113",1,13,39,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"113039","113",1,13,39,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"113039","113",1,13,39,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"113037","113",1,13,37,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"113038","113",1,13,38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"113038","113",1,13,38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"113038","113",1,13,38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"114040","114",1,14,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"114040","114",1,14,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"114040","114",1,14,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"105013","105",1,5,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"105013","105",1,5,13,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"105013","105",1,5,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"105013","105",1,5,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"105013","105",1,5,13,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"105013","105",1,5,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"105013","105",1,5,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"105013","105",1,5,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"105014","105",1,5,14,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"105014","105",1,5,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"105014","105",1,5,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"105015","105",1,5,15,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"105015","105",1,5,15,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"105015","105",1,5,15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"105015","105",1,5,15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"128081","128",1,28,81,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128081","128",1,28,81,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"128081","128",1,28,81,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"128081","128",1,28,81,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128082","128",1,28,82,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"128082","128",1,28,82,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"128082","128",1,28,82,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128082","128",1,28,82,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"124070","124",1,24,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"124070","124",1,24,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"124070","124",1,24,70,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"124070","124",1,24,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"128082","128",1,28,82,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"128082","128",1,28,82,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"124070","124",1,24,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"124070","124",1,24,70,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"124072","124",1,24,72,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"124072","124",1,24,72,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129085","129",1,29,85,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"125074","125",1,25,74,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"121063","121",1,21,63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121062","121",1,21,62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121061","121",1,21,61,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115044","115",1,15,44,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115044","115",1,15,44,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115044","115",1,15,44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"115044","115",1,15,44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"124072","124",1,24,72,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"124072","124",1,24,72,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"124072","124",1,24,72,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"124072","124",1,24,72,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"129084","129",1,29,84,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129084","129",1,29,84,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"106017","106",1,6,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"106017","106",1,6,17,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"106017","106",1,6,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"106017","106",1,6,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"106018","106",1,6,18,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"106018","106",1,6,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"106018","106",1,6,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"106018","106",1,6,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"106018","106",1,6,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"106018","106",1,6,18,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"130088","130",1,30,88,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"130088","130",1,30,88,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130088","130",1,30,88,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"130087","130",1,30,87,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"114041","114",1,14,41,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"114041","114",1,14,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"114041","114",1,14,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"114041","114",1,14,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"114041","114",1,14,41,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"114041","114",1,14,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"114042","114",1,14,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"114042","114",1,14,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"114042","114",1,14,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"114042","114",1,14,42,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"114042","114",1,14,42,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"118052","118",1,18,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"118052","118",1,18,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"118052","118",1,18,52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"118052","118",1,18,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"118052","118",1,18,52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"118052","118",1,18,52,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"118052","118",1,18,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"118053","118",1,18,53,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"118053","118",1,18,53,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"118053","118",1,18,53,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"118053","118",1,18,53,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"118053","118",1,18,53,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"118054","118",1,18,54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"118054","118",1,18,54,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"118054","118",1,18,54,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"118054","118",1,18,54,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"118054","118",1,18,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"118054","118",1,18,54,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"118054","118",1,18,54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"118054","118",1,18,54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"115044","115",1,15,44,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115044","115",1,15,44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"115043","115",1,15,43,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"115043","115",1,15,43,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"115043","115",1,15,43,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115043","115",1,15,43,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"115043","115",1,15,43,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"115043","115",1,15,43,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115043","115",1,15,43,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"106016","106",1,6,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"106016","106",1,6,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"106016","106",1,6,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"106016","106",1,6,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"106016","106",1,6,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"112036","112",1,12,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112036","112",1,12,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112036","112",1,12,36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"111031","111",1,11,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"111031","111",1,11,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"111031","111",1,11,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"111031","111",1,11,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"111031","111",1,11,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"111031","111",1,11,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"111033","111",1,11,33,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"111033","111",1,11,33,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"130086","130",1,30,86,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"111033","111",1,11,33,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"117051","117",1,17,51,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"117050","117",1,17,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"117050","117",1,17,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"117050","117",1,17,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"117050","117",1,17,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"117050","117",1,17,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"117050","117",1,17,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"122064","122",1,22,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"127078","127",1,27,78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"127078","127",1,27,78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"127078","127",1,27,78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"127078","127",1,27,78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"117049","117",1,17,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
