"psu","sp.map","county","spid","segment","vit1","vit1a.1","vit1a.2","vit1a.3","vit1a.4","vit1a.5","vit1a.6","vit1a.7","vit1a.8","vit1a.9","vit1a.10","vit1a.11","vit2"
"120058","120",1,20,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120058","120",1,20,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120058","120",1,20,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120058","120",1,20,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120058","120",1,20,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120060","120",1,20,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120060","120",1,20,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120060","120",1,20,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120060","120",1,20,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120060","120",1,20,60,0,0,0,0,0,0,0,1,0,0,0,0,0
"120060","120",1,20,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"120058","120",1,20,58,0,0,0,0,0,0,0,0,0,0,0,1,0
"120058","120",1,20,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"121063","121",1,21,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"121063","121",1,21,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"121063","121",1,21,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"121063","121",1,21,63,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"121063","121",1,21,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"121063","121",1,21,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128083","128",1,28,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128083","128",1,28,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128083","128",1,28,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128081","128",1,28,81,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"128081","128",1,28,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128083","128",1,28,83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"125073","125",1,25,73,0,0,0,0,0,0,0,0,1,0,0,0,0
"125073","125",1,25,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125073","125",1,25,73,0,0,0,0,0,0,1,0,0,0,0,0,0
"125073","125",1,25,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125073","125",1,25,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124071","124",1,24,71,0,0,0,0,0,0,0,0,1,0,0,0,0
"124071","124",1,24,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"124071","124",1,24,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124071","124",1,24,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124071","124",1,24,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113039","113",1,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"110028","110",1,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0
"101001","101",1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"101001","101",1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"110028","110",1,10,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113037","113",1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113037","113",1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113038","113",1,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"110029","110",1,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"110029","110",1,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"101002","101",1,1,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"101003","101",1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"102005","102",1,2,5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"102005","102",1,2,5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"102006","102",1,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"103007","103",1,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"103007","103",1,3,7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"103008","103",1,3,8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"103008","103",1,3,8,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
"103009","103",1,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"103009","103",1,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"103009","103",1,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"103009","103",1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"103009","103",1,3,9,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"113037","113",1,13,37,0,0,0,0,0,0,0,1,0,0,0,0,0
"113039","113",1,13,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"113039","113",1,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113039","113",1,13,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113037","113",1,13,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113038","113",1,13,38,0,0,0,0,0,0,0,0,1,0,0,0,0
"113038","113",1,13,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113038","113",1,13,38,0,0,0,0,0,0,0,1,0,0,0,0,0
"114040","114",1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114040","114",1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114040","114",1,14,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105013","105",1,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"105014","105",1,5,14,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"105014","105",1,5,14,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"105014","105",1,5,14,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"105015","105",1,5,15,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"105015","105",1,5,15,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"105015","105",1,5,15,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"105015","105",1,5,15,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"128081","128",1,28,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"128081","128",1,28,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128081","128",1,28,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128081","128",1,28,81,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"128082","128",1,28,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128082","128",1,28,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"128082","128",1,28,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"128082","128",1,28,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124070","124",1,24,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124070","124",1,24,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124070","124",1,24,70,0,0,0,0,0,0,0,1,0,0,0,0,0
"124070","124",1,24,70,0,0,0,0,0,0,0,1,0,0,0,0,0
"128082","128",1,28,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"128082","128",1,28,82,0,0,0,0,0,0,0,1,0,0,0,0,0
"124070","124",1,24,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124070","124",1,24,70,0,0,0,0,0,0,0,1,0,0,0,0,0
"124072","124",1,24,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124072","124",1,24,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129085","129",1,29,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"125074","125",1,25,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"121063","121",1,21,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"121062","121",1,21,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"121061","121",1,21,61,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
"115044","115",1,15,44,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
"115044","115",1,15,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"115044","115",1,15,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"115044","115",1,15,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"124072","124",1,24,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"124072","124",1,24,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"124072","124",1,24,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124072","124",1,24,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"129084","129",1,29,84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"106017","106",1,6,17,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"106017","106",1,6,17,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"106017","106",1,6,17,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"106017","106",1,6,17,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"106018","106",1,6,18,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"106018","106",1,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"106018","106",1,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"106018","106",1,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"106018","106",1,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"106018","106",1,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130088","130",1,30,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"130088","130",1,30,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130088","130",1,30,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"130087","130",1,30,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"114041","114",1,14,41,0,0,0,0,0,0,0,1,0,0,0,0,0
"114041","114",1,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114041","114",1,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114041","114",1,14,41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"114041","114",1,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114041","114",1,14,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114042","114",1,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114042","114",1,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114042","114",1,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"114042","114",1,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"114042","114",1,14,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118052","118",1,18,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118053","118",1,18,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118053","118",1,18,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118053","118",1,18,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118053","118",1,18,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118053","118",1,18,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118054","118",1,18,54,0,0,0,0,0,0,0,1,0,0,0,0,0
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118054","118",1,18,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118054","118",1,18,54,0,0,0,0,0,0,0,0,0,0,1,0,0
"118054","118",1,18,54,0,0,0,0,0,0,0,1,0,0,0,0,0
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118054","118",1,18,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118054","118",1,18,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118054","118",1,18,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"115044","115",1,15,44,0,0,0,0,0,0,0,0,0,0,1,0,0
"115044","115",1,15,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"115043","115",1,15,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"115043","115",1,15,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"115043","115",1,15,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"115043","115",1,15,43,0,0,0,0,0,0,0,0,1,0,0,0,0
